"ID1,N,4,0","HHID,C,15","HVIDX,N,2,0","QHCLUSTER,N,4,0","QHNUMBER,N,3,0","QHHOME,N,2,0","PS100_1A,N,2,0","PS100_1M,N,2,0","PS100_1S,N,1,0","PS3,N,1,0"
2019,      029203101,2,292,31,1,3,0,1,2
2019,      029203101,3,292,31,1,2,0,2,3
2019,      029203201,1,292,32,1,2,0,1,1
2019,      029203201,2,292,32,1,2,0,2,2
2019,      029203301,1,292,33,1,2,0,2,1
2019,      029300401,1,293,4,1,4,0,2,1
2019,      029300701,1,293,7,1,5,0,2,1
2019,      029301201,1,293,12,1,3,0,2,1
2019,      029301301,1,293,13,1,2,0,2,1
2019,      029301401,1,293,14,1,0,6,2,1
2019,      029301901,1,293,19,1,5,0,2,1
2019,      029302201,3,293,22,1,3,0,1,1
2019,      029302201,4,293,22,1,3,0,2,2
2019,      029403601,1,294,36,1,0,2,1,1
2019,      029403601,2,294,36,1,2,0,2,2
2019,      029501101,1,295,11,1,98,98,2,1
2019,      029501501,1,295,15,1,2,0,2,1
2019,      029501601,2,295,16,1,4,0,2,1
2019,      030609201,6,306,92,1,3,98,2,1
2019,      030709701,1,307,97,1,1,6,2,1
2019,      031103301,1,311,33,1,2,0,2,1
2019,      031103801,1,311,38,1,0,6,2,1
2019,      031105801,1,311,58,1,3,6,2,1
2019,      031602401,1,316,24,1,2,0,2,1
2019,      032203701,1,322,37,1,0,2,2,1
2019,      032204501,1,322,45,1,1,0,2,1
2019,      032204601,4,322,46,1,5,0,2,1
2019,      032302101,1,323,21,1,0,8,1,1
2019,      032302101,2,323,21,1,0,8,2,2
2019,      032304901,1,323,49,1,1,6,2,1
2019,      032414201,1,324,142,1,2,98,2,1
2019,      032501001,1,325,10,1,1,5,1,1
2019,      032501001,2,325,10,1,0,8,2,2
2019,      032504101,1,325,41,1,1,3,2,1
2019,      032504201,1,325,42,1,8,98,2,1
2019,      032505901,1,325,59,1,5,98,2,1
2019,      032604101,1,326,41,1,8,0,1,1
2019,      032604101,2,326,41,1,2,2,2,2
2019,      032606301,1,326,63,1,2,1,1,1
2019,      032606301,2,326,63,1,4,0,2,2
2019,      032606601,1,326,66,1,4,4,2,1
2019,      032709901,1,327,99,1,2,2,1,1
2019,      032709901,2,327,99,1,2,5,2,2
2019,      032803601,1,328,36,1,3,98,2,1
2019,      032803801,1,328,38,1,2,1,2,1
